vendor_guid,object_type,title,description,display_name,calculation_method,calculation_int,mastery_points,ratings
checkit_tbil-calc_23_AD9_1644352653.5407703,outcome,23-AD9: L'Hôpital's Rule,,AD9,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_tbil-calc_24_IN1_1644352653.5407703,outcome,24-IN1: Geometry of definite integrals,,IN1,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_tbil-calc_25_IN2_1644352653.5407703,outcome,25-IN2: Approximating definite integrals,,IN2,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_tbil-calc_26_IN3_1644352653.5407703,outcome,26-IN3: Basic antiderivatives,,IN3,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_tbil-calc_27_IN4_1644352653.5407703,outcome,27-IN4: Initial Value Problems,,IN4,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_tbil-calc_28_IN5_1644352653.5407703,outcome,28-IN5: FTC for Definite Integrals,,IN5,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_tbil-calc_29_IN6_1644352653.5407703,outcome,29-IN6: FTC for Derivatives,,IN6,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_tbil-calc_30_IN7_1644352653.5407703,outcome,30-IN7: Area under curves,,IN7,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_tbil-calc_31_IN8_1644352653.5407703,outcome,31-IN8: Area between curves,,IN8,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_tbil-calc_32_TI1_1644352653.5407703,outcome,32-TI1: Substitution method,,TI1,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
